Extra_VNs,Payload_VNs
1,374
2,190
4,465
7,336
9,939
12,907
13,45
17,709
19,253
20,421
21,522
24,938
25,396
26,970
27,284
28,676
32,656
33,536
34,669
36,638
38,175
39,131
40,995
41,182
42,33
45,555
50,868
52,646
53,223
59,404
61,462
63,964
65,172
66,843
67,630
71,420
72,217
73,453
74,494
75,146
77,582
80,240
85,426
87,620
88,279
90,326
94,644
96,295
