Eb_over_N0, frame_error_rate, BER_it_0, BER_it_1, BER_it_2, BER_it_3, BER_it_4, BER_it_5, BER_it_6, BER_it_7, BER_it_8, BER_it_9, BER_it_10, BER_it_11, BER_it_12, BER_it_13, BER_it_14, BER_it_15, BER_it_16, BER_it_17, BER_it_18, BER_it_19, BER_it_20, BER_it_21, BER_it_22, BER_it_23, BER_it_24, BER_it_25, BER_it_26, BER_it_27, BER_it_28, BER_it_29, BER_it_30, BER_it_31, BER_it_32, BER_it_33, BER_it_34, BER_it_35, BER_it_36, BER_it_37, BER_it_38, BER_it_39, BER_it_40, BER_it_41, BER_it_42, BER_it_43, BER_it_44, BER_it_45, BER_it_46, BER_it_47, BER_it_48, BER_it_49, 
1, 0.756048, 0.504032, 0.421169, 0.38004, 0.357661, 0.342339, 0.331048, 0.323185, 0.316734, 0.315726, 0.306855, 0.302419, 0.302016, 0.296169, 0.294556, 0.298589, 0.295565, 0.3, 0.301613, 0.301815, 0.305444, 0.306048, 0.303024, 0.300806, 0.299597, 0.301008, 0.298185, 0.299194, 0.302016, 0.301613, 0.302419, 0.304839, 0.305242, 0.30625, 0.305242, 0.306653, 0.303629, 0.305242, 0.304637, 0.302823, 0.30504, 0.304637, 0.304839, 0.305242, 0.304839, 0.304234, 0.305444, 0.304234, 0.304234, 0.303831, 0.304839, 
1.25, 0.550398, 0.494164, 0.412599, 0.371751, 0.328912, 0.301194, 0.291114, 0.27931, 0.266313, 0.263263, 0.254907, 0.246817, 0.24443, 0.245093, 0.246684, 0.245358, 0.241247, 0.24496, 0.241512, 0.250265, 0.246154, 0.248541, 0.246419, 0.246286, 0.247878, 0.247613, 0.250265, 0.250133, 0.249469, 0.249735, 0.251326, 0.251061, 0.253714, 0.253714, 0.255305, 0.253714, 0.25504, 0.257162, 0.259549, 0.261936, 0.260743, 0.258223, 0.258621, 0.25809, 0.260212, 0.256764, 0.259549, 0.259947, 0.259947, 0.260875, 0.261804, 
1.5, 0.371326, 0.503728, 0.410466, 0.355914, 0.314337, 0.286093, 0.264803, 0.240645, 0.221362, 0.209534, 0.200143, 0.197778, 0.197706, 0.200789, 0.199427, 0.198136, 0.194265, 0.19405, 0.195269, 0.196344, 0.202581, 0.202581, 0.202151, 0.202581, 0.200072, 0.201505, 0.202509, 0.201864, 0.202437, 0.201147, 0.201219, 0.204301, 0.203011, 0.202796, 0.203226, 0.204659, 0.202509, 0.203871, 0.201864, 0.203799, 0.203011, 0.202294, 0.203082, 0.201505, 0.204229, 0.204946, 0.202724, 0.201004, 0.202151, 0.203082, 0.204014, 
1.75, 0.234504, 0.49701, 0.398821, 0.337932, 0.288179, 0.249067, 0.218486, 0.192375, 0.171201, 0.160998, 0.154087, 0.150823, 0.154004, 0.156583, 0.158475, 0.158585, 0.16045, 0.161794, 0.161794, 0.163165, 0.164235, 0.164454, 0.165414, 0.165112, 0.16599, 0.167252, 0.166703, 0.166594, 0.16684, 0.166978, 0.166895, 0.166155, 0.165579, 0.167279, 0.165524, 0.165414, 0.165058, 0.164564, 0.164509, 0.165579, 0.165359, 0.165277, 0.164948, 0.165085, 0.165058, 0.164975, 0.165359, 0.165387, 0.165798, 0.166648, 0.164893, 
2, 0.164705, 0.499287, 0.392981, 0.316064, 0.256224, 0.210072, 0.170932, 0.144126, 0.127541, 0.124067, 0.124488, 0.12595, 0.128526, 0.129981, 0.131678, 0.133148, 0.134489, 0.13501, 0.135894, 0.13588, 0.136351, 0.136208, 0.136779, 0.137014, 0.137777, 0.137842, 0.138055, 0.13782, 0.138298, 0.137998, 0.137991, 0.137906, 0.138162, 0.138291, 0.138341, 0.138155, 0.138084, 0.138384, 0.138341, 0.138027, 0.138013, 0.137941, 0.13782, 0.137998, 0.138041, 0.137834, 0.137991, 0.137863, 0.137963, 0.137906, 0.138006, 
2.25, 0.137226, 0.500284, 0.380805, 0.295336, 0.227038, 0.171834, 0.13135, 0.108111, 0.102471, 0.104789, 0.109532, 0.113971, 0.117066, 0.119153, 0.12096, 0.121982, 0.122698, 0.123186, 0.123493, 0.12378, 0.123886, 0.124094, 0.124058, 0.124241, 0.124319, 0.124211, 0.124296, 0.124275, 0.124326, 0.124266, 0.124317, 0.124302, 0.124375, 0.124375, 0.124453, 0.124398, 0.12436, 0.124392, 0.124354, 0.124369, 0.124399, 0.124337, 0.124438, 0.124366, 0.124387, 0.124331, 0.124326, 0.124387, 0.12434, 0.124319, 0.124274, 
2.5, 0.117303, 0.499952, 0.371143, 0.273157, 0.195265, 0.135855, 0.0987935, 0.0862204, 0.0891494, 0.0951499, 0.0997635, 0.102975, 0.105129, 0.106471, 0.107419, 0.107958, 0.108343, 0.108558, 0.108734, 0.108867, 0.108966, 0.109057, 0.109114, 0.109152, 0.10916, 0.109189, 0.109209, 0.109233, 0.109233, 0.109249, 0.109252, 0.109269, 0.109267, 0.109266, 0.10928, 0.109281, 0.10928, 0.109286, 0.109291, 0.109287, 0.109291, 0.109293, 0.109297, 0.10931, 0.109295, 0.1093, 0.109291, 0.109292, 0.109295, 0.109288, 0.109303, 
2.75, 0.101465, 0.49995, 0.360609, 0.250895, 0.164966, 0.105391, 0.076806, 0.0740687, 0.0805634, 0.0862016, 0.0897248, 0.0918756, 0.0932108, 0.0940193, 0.0945186, 0.0948443, 0.09506, 0.0952236, 0.0953424, 0.0954283, 0.0954979, 0.095546, 0.0955906, 0.0956188, 0.0956495, 0.095669, 0.0956837, 0.0957011, 0.0957158, 0.0957272, 0.095738, 0.0957469, 0.0957544, 0.0957619, 0.0957696, 0.0957792, 0.0957835, 0.0957903, 0.0957942, 0.0957988, 0.0958004, 0.0958029, 0.0958049, 0.0958083, 0.0958131, 0.0958164, 0.095818, 0.0958193, 0.0958212, 0.0958227, 0.0958225, 
