SNR,Throught
-5, 0.0676991
-4.5, 0.257603
-4, 0.332771
-3.5, 0.339987
-3, 0.343723
-2.5, 0.348948
-2, 0.352725
-1.5, 0.355337
-1, 0.35767
-0.5, 0.358788
0, 0.358991
0.5, 0.359235
1, 0.359198
