SNR, Throughput
-2, 0.139749
-1.75, 0.369124
-1.5, 0.487429
-1.25, 0.516104
-1, 0.51879
-0.75, 0.518868
-0.5, 0.518868
-0.25, 0.518868
0, 0.518868
0.25, 0.518868
0.5, 0.518868
0.75, 0.518868
1, 0.518868
1.25, 0.518868
1.5, 0.518868
1.75, 0.518868
2, 0.518868
