SNR,Throught
-2, 0.348618
-1.75, 0.356748
-1.5, 0.362113
-1.25, 0.366341
-1, 0.371565
-0.75, 0.383352
-0.5, 0.401587
-0.25, 0.418119
0, 0.435876
0.25, 0.446921
0.5, 0.450265
0.75, 0.452638
1, 0.453249
1.25, 0.453306
1.5, 0.453453
1.75, 0.453453
2, 0.453453
