SNR,Throught
-5, 0.0743636
-4.5, 0.206242
-4, 0.31077
-3.5, 0.342265
-3, 0.354814
-2.5, 0.365298
-2, 0.374996
-1.5, 0.381176
-1, 0.384592
-0.5, 0.387182
0, 0.388003
0.5, 0.388291
1, 0.388291
1.5, 0.38835
2, 0.38835
