SNR,Throught
-2, 0.146393
-1.75, 0.293001
-1.5, 0.401144
-1.25, 0.487633
-1, 0.523879
-0.75, 0.543101
-0.5, 0.557069
-0.25, 0.564487
0, 0.569528
0.25, 0.570515
0.5, 0.571238
0.75, 0.57139
1, 0.571352
1.25, 0.57139
1.5, 0.571429
1.75, 0.571429
2, 0.571429
2.25, 0.571429
2.5, 0.571429
