SNR,Throught
-2, 0.348911
-1.75, 0.357843
-1.5, 0.366845
-1.25, 0.377993
-1, 0.39208
-0.75, 0.402141
-0.5, 0.413578
-0.25, 0.417932
0, 0.420621
0.25, 0.42141
0.5, 0.42151
0.75, 0.421788
1, 0.421788
1.25, 0.421788
1.5, 0.421729
1.75, 0.421788
2, 0.421788
