SNR,Throught
-5, 0.0743333
-4.5, 0.206667
-4, 0.307803
-3.5, 0.332386
-3, 0.338857
-2.5, 0.346794
-2, 0.356687
-1.5, 0.371206
-1, 0.380806
-0.5, 0.391345
0, 0.398373
0.5, 0.401788
1, 0.403516
1.5, 0.404248
2, 0.404503
2.5, 0.404455
3, 0.404531
