SNR,Throught
-5, 0.0040303
-4.5, 0.0474303
-4, 0.173005
-3.5, 0.301676
-3, 0.351921
-2.5, 0.3645
-2, 0.373373
-1.5, 0.380862
-1, 0.384177
-0.5, 0.386869
0, 0.388029
0.5, 0.388232
1, 0.38835
1.5, 0.38835
2, 0.38835
