SNR,Throught
-5, 0.0780397
-4.75, 0.134354
-4.5, 0.219883
-4.25, 0.280271
-4, 0.323357
-3.75, 0.339086
-3.5, 0.342835
-3.25, 0.345175
-3, 0.345224
-2.75, 0.345466
-2.5, 0.345441
-2.25, 0.345529
-2, 0.345529
-1.75, 0.345629
-1.5, 0.345604
-1.25, 0.345616
-1, 0.345604
-0.75, 0.345641
-0.5, 0.345641
-0.25, 0.345641
0, 0.345641
