SNR,Throught
-5, 0.0743333
-4.5, 0.206182
-4, 0.31058
-3.5, 0.340324
-3, 0.353148
-2.5, 0.363491
-2, 0.374864
-1.5, 0.383554
-1, 0.388089
-0.5, 0.3925
0, 0.39427
0.5, 0.394649
1, 0.394756
1.5, 0.394756
2, 0.394822
