SNR,Throught
-2, 0.34401
-1.75, 0.354899
-1.5, 0.365888
-1.25, 0.378725
-1, 0.388081
-0.75, 0.397741
-0.5, 0.403232
-0.25, 0.410467
0, 0.413638
0.25, 0.415243
0.5, 0.417613
0.75, 0.419455
1, 0.420023
1.25, 0.420378
1.5, 0.420438
1.75, 0.420698
2, 0.420948
2.25, 0.420888
2.5, 0.420983
