SNR,Throught
-3, 0.000194444
-2.75, 0.00146528
-2.5, 0.0163767
-2.25, 0.051885
-2, 0.151593
-1.75, 0.295112
-1.5, 0.419606
-1.25, 0.483738
-1, 0.509216
-0.75, 0.512495
-0.5, 0.514602
-0.25, 0.514602
0, 0.514602
0.25, 0.514587
0.5, 0.514602
0.75, 0.514602
1, 0.514602
1.25, 0.514602
1.5, 0.514602
1.75, 0.514602
2, 0.514602
2.25, 0.514602
2.5, 0.514602
